Gene	Length	logFC.treatmentWT	logFC.treatmentRT	logFC.treatmentDT	logCPM	F	PValue	FDR
AT4G04415	438	1.89526635709072	1.49804549986253	2.32121117039411	2.27500186242541	17.1677093886502	1.17039163725908e-05	4.96558567148112e-05
AT3G60530	1465	-0.214709523279004	-0.323072339201312	-0.825322649330243	4.92145151340495	16.7892325817788	1.1718084874309e-05	4.96917838278511e-05
AT2G39730	2101	0.472382071543755	0.280814757158815	0.685543345233168	12.1127557502087	16.7891438104866	1.17185165539611e-05	4.96917838278511e-05
AT1G03940	1918	0.0374337304827585	0.673864110031285	1.12878820286396	2.72963291854021	16.7866301997548	1.17307470817587e-05	4.97306350913062e-05
AT1G42990	1231	0.0671884208126502	0.538920428225412	1.06012724446508	6.16896182993366	17.4911935237519	1.17376963172539e-05	4.97470826918761e-05
AT5G11460	1762	-0.218367904497494	-0.966064557079008	-1.27428520273404	1.11945223464399	16.7841564360466	1.17427974438543e-05	4.97556910255024e-05
AT4G25880	3228	-0.152198317567514	0.0397410827288413	0.283216405182751	5.9073519024703	16.7831104926157	1.17478966106287e-05	4.976428655736e-05
AT1G14850	5093	-0.418012425498838	-0.0818992208950259	-0.547378352874287	5.11526722643684	16.7800000756203	1.17630748716778e-05	4.98155616528041e-05
AT2G21370	1936	-0.179540059716676	-0.385004674987077	-0.607642614339053	4.55046815769823	16.7762534245802	1.17813865024555e-05	4.98800760306416e-05
AT1G07440	1360	-0.31031332515943	-0.227871806825827	-1.01945381286744	4.27831272156477	16.8484832788243	1.1796695664505e-05	4.99318481678332e-05
AT2G21080	1529	-0.35162580287419	-0.387168937271032	-1.05678245005224	2.12429661269359	16.7723919255703	1.18002922869725e-05	4.99340305730973e-05
AT4G23820	1695	0.503238697333076	0.448665458664449	0.00379415557900518	7.2774518619681	16.7611442940915	1.1855550905601e-05	5.01547673002026e-05
AT3G51750	726	0.654516647704779	0.32055933636437	1.51222381441108	1.92687622620398	16.7603492337062	1.18594677310568e-05	5.01582446548117e-05
AT4G02030	2782	0.233473655389577	0.36812677488375	0.449799546440092	4.80475840499978	16.7528295671346	1.18965835147568e-05	5.03020947100608e-05
AT3G07525	1230	-0.480048293576599	-0.258815412033251	0.526738600431054	2.141128317249	16.7509878989538	1.1905693151099e-05	5.03274827594839e-05
AT5G56790	3027	-0.710339020391785	-0.200168622111571	-0.910994987815795	3.91634277395467	16.7497556965505	1.19117924097982e-05	5.03401354851629e-05
AT1G02640	2773	0.477512522948936	1.38497222164752	0.623244968450369	1.9949938229905	16.7462447610281	1.19291900008401e-05	5.04005167736223e-05
AT5G13590	5815	-0.277163822888403	-0.0933407003613804	0.145731867701171	5.86916448747179	16.7453176487231	1.19337887477702e-05	5.04068058991689e-05
AT4G36250	2026	-0.30558556713748	-0.116858207588214	-0.636851738618404	6.61689548198247	16.7385438316289	1.19674481231391e-05	5.05358081635529e-05
AT5G59000	1432	0.520717936056915	0.396250697523689	-0.381089474470738	3.25257237228739	16.7371829587073	1.19742229538567e-05	5.05512454840208e-05
AT1G27595	4918	-0.352724610767944	-0.203359844319049	-0.394899240791519	5.09047443232113	16.7313864121181	1.20031272098832e-05	5.06600736173376e-05
AT3G21430	4649	-0.28144436586921	-0.0649477004679685	0.0203534035723701	4.88128280405388	16.7249020215234	1.20355524094564e-05	5.07837016141784e-05
AT1G31770	2680	-0.451633244397246	-1.02938942018997	-0.99435987170453	2.4153629205999	16.7202252235829	1.20589985816088e-05	5.08693883425647e-05
AT5G41260	2404	-0.544833359699644	-0.530555508799293	-0.751632978247299	6.50115981573139	16.7417102944677	1.21074630754541e-05	5.10544041216782e-05
AT3G62390	2009	-0.0185713109997444	0.328808564253825	-1.12243423119497	2.83565004226322	16.710253396182	1.21091583540279e-05	5.10544041216782e-05
AT5G50460	909	0.285191987150899	0.410920799666292	0.692088682461863	3.97326850086096	16.7043498456758	1.21389622811616e-05	5.11667520652239e-05
AT3G52740	945	0.396028484871517	-0.148645325262772	-0.197281814056181	3.1073801556751	16.7020399148636	1.21506458775126e-05	5.12026827188888e-05
AT5G21990	2250	0.0625856627574993	0.201089986581235	0.326115892635227	5.85931987930031	16.6967213171757	1.21775943528306e-05	5.13029039969654e-05
AT5G37360	1316	-0.0365628858838895	-0.0332643888347465	-0.400272216942038	5.87499099870344	16.6921604948195	1.22007557003377e-05	5.13871225663653e-05
AT2G28500	1211	0.861063545769319	1.52425736789863	2.08470433349132	1.81871599559192	16.7633243047323	1.22086792210749e-05	5.13958553546665e-05
AT5G63990	1619	-0.367744203190015	-0.270549134788719	0.825992738347561	0.961258045326154	16.690505648028	1.22091715379445e-05	5.13958553546665e-05
AT2G36960	3026	-0.309080168861362	-0.270173644593529	0.0358800739009972	4.06989356957229	16.6868212748239	1.22279316299765e-05	5.14614614196389e-05
AT1G05470	3568	-1.05440813786617	-0.887440586228491	-1.10062502929397	2.20929374489965	16.6824297996854	1.2250333600129e-05	5.15359773877978e-05
AT2G17380	892	0.132946644929905	0.238888157276327	0.549695142933105	4.75875435489014	16.6821040083325	1.22519973391241e-05	5.15359773877978e-05
AT1G16500	1287	-0.319636541683896	-0.501219975989329	0.670235474024008	3.40427619697862	16.7621960621796	1.22737127024611e-05	5.16139236556271e-05
AT1G69890	1599	-0.540358332584067	0.486738876984728	0.331795553562484	3.7047938385348	16.6724765365424	1.23012749886293e-05	5.17164108276823e-05
AT3G45970	1065	1.28037115617612	1.8644128227424	1.26493801170604	5.36056368251697	17.8554987163569	1.23330049983357e-05	5.18363620352765e-05
AT5G65990	1608	-0.231960429474975	-0.442589885707393	-0.667207697021301	5.44228700369117	16.645522020738	1.24404042754483e-05	5.22649474845786e-05
AT1G14890	1109	-0.566650191662983	-0.0938310343843148	0.442298895661884	3.71623595627536	16.6453255864938	1.2441424532332e-05	5.22649474845786e-05
AT5G58260	1274	-0.655157129002019	-0.92001868043114	-0.904673416696269	3.32863140122569	16.6384676900165	1.24771014546987e-05	5.24012395118687e-05
AT1G64440	1508	-0.153654473061206	-0.369367385369491	-0.490290715849954	3.95977237785705	16.6366733167417	1.24864549211412e-05	5.24269365043874e-05
AT2G44360	643	0.242442755411783	0.263797459633357	0.451202943867449	4.18874161109929	16.6328104863679	1.25066167618227e-05	5.24979896034347e-05
AT1G54380	2110	-0.192809218349403	-0.22298225228234	-0.628031860953472	4.40265976375704	16.6295259639403	1.2523788343e-05	5.25564571918697e-05
AT1G34460	3984	-0.924838551146708	-1.16479202235827	-0.914845806411312	2.37452072998628	16.627859657121	1.25325097650976e-05	5.25794423409105e-05
AT4G02760	3283	-0.716677638892892	-0.701535712642803	-0.850251033348602	2.37045996886261	16.6235777910018	1.25549516557746e-05	5.26599641524686e-05
AT1G61860	1873	-0.469686183474284	-0.645372451834029	-1.54583478645189	1.48612429039072	16.6155325923368	1.25972374497095e-05	5.28233065262269e-05
AT5G56250	3438	0.11320587176972	-0.226702526872762	0.307310978810213	5.6887706706367	16.6149295079273	1.26004135885971e-05	5.28233065262269e-05
AT5G48790	1324	0.20941897236898	0.0558236167710917	-0.256363479602564	6.23618364883477	16.6142703413522	1.26038860919132e-05	5.28242001271365e-05
AT5G13200	1462	-0.138849076403793	1.03110359748055	1.08733053977405	5.73865424393265	17.6869831350184	1.26177161134909e-05	5.28684914817342e-05
AT4G04630	1124	-0.391595229808835	0.152595135488696	-0.936467555914152	2.96061423814727	16.6067128733491	1.26437743461535e-05	5.29639831553655e-05
AT5G51560	2500	-0.591772485037191	-0.624911697947758	-1.02426446032921	2.68373763691616	16.5940892742824	1.27107118279584e-05	5.32302841500543e-05
AT2G40750	1432	1.78205678252219	2.41024051278034	2.90081291702737	3.81617625053558	17.9265088021278	1.27139155886259e-05	5.32302841500543e-05
AT5G16650	1096	0.283881741441286	0.503347200199667	0.809654589005021	3.39756023194249	16.5886521818606	1.27396624691707e-05	5.33243051750646e-05
AT5G05610	1333	0.0423560371260327	0.105453186416135	0.358136456816466	5.2075804707507	16.5859921054666	1.27538528915458e-05	5.33622796653258e-05
AT4G33640	745	0.392074670663094	0.331122046871229	0.519862519608363	4.55992434749338	16.5857172712386	1.27553200113206e-05	5.33622796653258e-05
AT2G24330	1904	0.268014813332847	0.57453749792494	0.251490683068017	4.87026861238729	16.584328358818	1.27627371439986e-05	5.33795305529767e-05
AT1G08300	2462	-0.200492291222117	-0.158865533437229	-1.08250771860345	2.92145260940651	16.5767778964612	1.28031416013849e-05	5.3534704833242e-05
AT3G53110	1860	0.0404748389822519	-0.209852399271846	-0.153044519509208	6.30425094514898	16.5725134131689	1.28260241418034e-05	5.36165522997697e-05
AT5G02180	2106	0.565386024808039	0.212591633985073	-0.246982755941448	4.96813518948449	16.5772131602574	1.28416480027125e-05	5.36680219649206e-05
AT5G41190	2060	0.0915606762497257	-0.2398752021831	-0.257903271745529	5.80895529381233	16.5688249560185	1.28458521236811e-05	5.36717518351379e-05
AT1G65320	1920	-0.0211353201391215	-0.169178446257462	-0.510447096610414	4.86723072766238	16.5670702489499	1.28552967158106e-05	5.36973695549336e-05
AT3G51260	1301	0.228612359508717	0.218599869169634	0.258379176054843	5.5598525401463	16.5631219110977	1.28765763362672e-05	5.37723969806446e-05
AT4G19450	2179	-0.153876950823689	-0.488014994815363	-0.508671177359074	5.4598990421745	16.5597285192737	1.28948960485628e-05	5.38350284026424e-05
AT5G10290	2531	-0.0454027801211403	0.0835533278641612	0.553688422286314	4.63432472203052	16.5588467633555	1.28996610285086e-05	5.38410523536027e-05
AT3G08030	1909	0.762831654753738	0.758898646232654	0.68301186120859	7.29324672768897	16.6401172536125	1.29134888039324e-05	5.38770871399934e-05
AT4G18060	2445	0.4063024671112	0.372995855862473	0.379744388090412	4.75198331034376	16.5560212361442	1.29149431442509e-05	5.38770871399934e-05
AT1G04520	1569	-0.128762983076701	-0.733432441803114	-2.05791048923709	2.02838005330872	16.6544488551248	1.29336025126574e-05	5.39410437268755e-05
AT5G54585	852	0.774662794228124	0.805503217944643	0.53363213234516	4.91627606051219	16.6101067689844	1.29382040262243e-05	5.39463526249079e-05
AT1G33480	1525	-0.445428476341414	-0.421349753964162	-1.65057706550916	1.24270049699067	16.5509661343352	1.29423338532289e-05	5.39496925821194e-05
AT2G40230	1744	-0.178158743569954	-0.628519159426058	-0.978865249870723	3.56292771406638	16.5491399893451	1.29522444052189e-05	5.39771213873445e-05
AT5G46570	1987	0.35656613650767	-0.0135976496272391	-0.686379335173655	3.05613090370808	16.5463102696179	1.29676178955178e-05	5.40272964608373e-05
AT2G41600	1610	-0.367767953928953	-0.556976742159603	-0.551591785227319	3.05078865850804	16.5446197179163	1.2976812020404e-05	5.40517071227672e-05
AT1G01520	1588	0.182518125445387	-0.921946999427462	-0.617288979529019	3.03302171298089	16.5347116117573	1.30308420636507e-05	5.42621168640048e-05
AT1G67930	2790	0.523630784152398	0.428548225432501	0.360772286018885	5.09299961003483	16.5336089066259	1.30368705367459e-05	5.42621168640048e-05
AT1G28250	762	0.111428810201963	0.424684197957927	0.743769554446689	2.93439846082373	16.5335172618668	1.30373716954671e-05	5.42621168640048e-05
AT5G01780	2109	-0.156427117406438	-0.293397521229264	-0.461548723072984	4.57055737480798	16.522307829936	1.30988306058551e-05	5.450391466729e-05
AT1G11905	1195	0.164310321854724	0.288553155726714	0.562181063584067	3.19524621974058	16.5206947958402	1.31077007404633e-05	5.45268238964807e-05
AT3G14100	1607	-0.390592733446449	-0.414712625467882	-0.316861229826993	6.44569517545826	16.5191712477607	1.31160848595397e-05	5.45477001074056e-05
AT3G16850	1883	0.0250440967239938	-0.237309437106489	-0.514181417084075	7.57281529434387	16.5176146487409	1.31246569549898e-05	5.45693471702207e-05
AT5G66590	996	-0.297322698382377	-0.76421160762014	-0.592524853072384	3.67086961630336	16.5146057794299	1.31412440984253e-05	5.46242993339778e-05
AT2G32990	2032	-1.774498859882	-1.73721076089114	-3.46388268748794	3.46626255503773	17.9103372657292	1.32041118587422e-05	5.48715489473423e-05
AT1G03130	956	0.46096253976705	0.572565815014901	0.400373477674154	10.1217730179202	16.4946441947445	1.32518733487042e-05	5.505591165405e-05
AT4G13850	1196	0.291230231481778	0.33441643194486	0.449171280129091	5.72432798838143	16.4918315672096	1.32675434561988e-05	5.51068879535146e-05
AT3G02830	1853	-0.0324500142280384	-0.322910834334121	-0.478059545558898	6.01190648987433	16.4880413739874	1.32886921833149e-05	5.51805878080924e-05
AT5G35570	2744	0.196386606762035	0.318306450417559	0.319857796407011	5.18561531487872	16.4854293689587	1.33032883866233e-05	5.52270478693659e-05
AT4G33985	768	-0.0625981012745659	0.794191420634154	1.59808515000577	1.39427619896466	16.4807229893158	1.33296327731907e-05	5.53222428566202e-05
AT1G56670	1554	-0.656345564997429	-0.609022254853718	-1.49157706803946	2.70867998163395	16.4785594328477	1.33417627374723e-05	5.5358409801898e-05
AT5G17050	1620	0.0239292852384718	-0.665889856666118	-0.396801274251519	4.3960619162438	16.4763546468112	1.33541363547987e-05	5.53955689537298e-05
AT1G56612	1783	-0.611429538454735	-0.446429445190525	-0.698926188287307	2.46629992941911	16.4719596006559	1.33788397688686e-05	5.54838424089185e-05
AT4G22350	2883	-0.281203115554077	-0.335444976014603	-0.407102951896416	3.54763264988741	16.4701153290183	1.3389220918689e-05	5.55126895444339e-05
AT1G76820	3857	-0.61695840542474	-0.966571202195528	-0.69954226021636	3.2812707849624	16.4683009336803	1.33994425510263e-05	5.5530267018844e-05
AT5G14200	1706	-2.14476341142158	-1.29731000027168	-2.82883518906722	3.46543005266309	17.785244786317	1.3400313093768e-05	5.5530267018844e-05
AT4G00720	2424	-0.109398405535486	-0.036155482202787	-0.436214998367062	7.20561594043795	16.4672378607682	1.34054355007738e-05	5.55372937528225e-05
AT3G04030	1736	-0.498770989065112	-1.3683762484913	-1.15253891022131	3.78428360415298	16.9806433686517	1.34158526973853e-05	5.55662470397453e-05
AT4G29840	1840	-0.294563647969741	-0.30543449552032	-0.268933082939471	7.127417729693	16.4633265536295	1.34275104471594e-05	5.5586562261651e-05
AT5G20910	1277	0.107560797077219	0.149254888499788	0.535345899489842	3.62299890693467	16.4633076637429	1.34276171564363e-05	5.5586562261651e-05
AT1G21630	4553	0.281951773554117	0.323254161140506	0.245184103186273	7.2035949364772	16.4612397921697	1.34393042421914e-05	5.56207364282933e-05
AT1G72040	2159	-0.334467372586399	-0.165140124195311	-0.674354614389274	5.82307723830354	16.4582214214714	1.34563834106662e-05	5.56772034558763e-05
AT2G35390	2226	0.137177255529414	-0.113714577542627	0.426760209807761	4.83812924169274	16.4489103447113	1.35092199573446e-05	5.58666736992176e-05
AT1G32340	2604	-0.00420364819124828	-0.0923611163529315	0.409791476583642	4.21919204326948	16.4489044987486	1.3509253202431e-05	5.58666736992176e-05
AT3G20830	1762	-0.409884845294658	-0.896839018071037	-0.651191521849259	3.13950880614842	16.4483306782189	1.35125168693116e-05	5.58666736992176e-05
AT1G70200	2021	-0.0670293686520628	-0.16832865882617	-0.394774851764214	5.14819248841032	16.436033017061	1.35826701651336e-05	5.61423961658558e-05
AT5G61010	3300	0.0910083680458981	-0.00999391500162841	0.554983245974907	6.48546290990672	16.4295864568147	1.36196053160561e-05	5.62807096780523e-05
AT3G19080	2112	-0.2044580025718	-0.508989608139594	-0.713616993621004	2.96969543336735	16.4230887536124	1.365694538154e-05	5.6407698072416e-05
AT3G01640	1468	0.493353386888478	0.592684296613954	0.65086852721137	4.46619379126048	16.4227791171384	1.36587275662784e-05	5.6407698072416e-05
AT4G22150	1101	0.131984871714232	-0.101672407795554	0.404741778204464	4.69748250212945	16.4224230813796	1.36607771292795e-05	5.6407698072416e-05
AT3G17750	4000	-0.111549360716055	-0.0555501570441041	-0.368251735792925	5.74366718403906	16.4184892638211	1.36834451723797e-05	5.64869067521033e-05
AT3G62820	1195	-0.8604303708711	-0.270960893691023	-0.830448328039227	4.39269338529035	16.555819819765	1.37162658581398e-05	5.65956002040331e-05
AT1G05060	1029	-0.105614919156311	0.0565770791211577	0.434264250206871	3.93623765137315	16.4127209237418	1.37167592769446e-05	5.65956002040331e-05
AT1G29395	1021	-0.217403861104345	-0.143771957489242	-0.949051361767949	6.89232439630507	16.7229195769399	1.37206519749417e-05	5.65972528780555e-05
AT5G16180	2458	-0.0235216600394706	0.272933748551235	0.409022978768534	4.61342590054391	16.4095451819974	1.3735138348685e-05	5.66330693166046e-05
AT1G70250	2745	0.318208549652759	0.10968909046405	0.53684274748479	5.17243645269385	16.4093405533018	1.37363235320277e-05	5.66330693166046e-05
AT1G68010	1790	0.0514101834688523	-0.169100268375547	-0.372520682335291	8.99624094034906	16.3991359442632	1.37955703379456e-05	5.68562154556653e-05
AT2G26210	1510	-0.361871588126998	-0.566574895246706	-0.289110485711507	5.79234442235871	16.3988106165836	1.37974637741181e-05	5.68562154556653e-05
AT5G54500	1261	0.44186717724734	0.433595799053094	0.750774583489009	5.46767387795798	16.39187711104	1.38378854791235e-05	5.7008289262876e-05
AT3G10370	2296	-0.00656622781656845	-0.167915251337244	-0.460998720274541	5.46206361522014	16.3881336926914	1.38597634344766e-05	5.70839100336881e-05
AT2G38550	1656	-0.438312685150173	-0.447857497017215	-0.327727065077778	4.56722442929412	16.3837357925561	1.38855150782433e-05	5.71754428031222e-05
AT5G65710	3229	-0.454809158644835	-0.516413475408487	-0.696388396756589	4.07186430520756	16.3782817261325	1.391752421799e-05	5.7292688595622e-05
AT2G38130	1084	0.14495316475213	0.197468661240246	0.475114686155525	4.05317978425642	16.3731734422281	1.39475776748173e-05	5.74018261492546e-05
AT3G55430	1944	0.262740256502075	1.25748382941471	1.10993768512081	6.30747026296368	17.3755690332453	1.40283129188536e-05	5.77064733726298e-05
AT1G12910	1395	0.150543120501868	0.425896316729968	0.425132902707381	4.69038436440735	16.3593549222875	1.40292344328901e-05	5.77064733726298e-05
AT2G32415	3085	-0.173092607040984	-0.217656251723278	-0.497738817007218	3.93323760947451	16.3588407279173	1.40322830605007e-05	5.77064733726298e-05
AT1G70895	1820	-0.346548076326343	-0.533364980519635	-1.43205953580735	1.55805419277414	16.3580053553111	1.40372374892871e-05	5.7711315847357e-05
AT5G14620	2331	-0.451912381107293	-0.427587795115911	-0.585764490066455	3.69513324593859	16.3574415550314	1.40405823647886e-05	5.7711315847357e-05
AT3G49940	1772	0.995263861880497	1.1991888050234	1.16088808680328	4.02583033607128	16.7062037191067	1.40464406071187e-05	5.77207563183502e-05
AT3G53630	1626	-0.252109604478264	-0.349846741902867	-0.475206435986836	4.57417795664101	16.3539984626514	1.40610283527456e-05	5.77660548828765e-05
AT2G19250	1914	-0.516452471068072	-0.739392986884209	-0.743594504971068	2.6444036290024	16.3492741993504	1.4089135618055e-05	5.78668578210385e-05
AT2G46870	1628	0.197024237070931	-0.214051496784276	-0.743346078641708	4.47234474832284	16.4019677846557	1.41157264832419e-05	5.79548748020574e-05
AT4G26640	4229	0.0750776357349666	0.120497366959058	0.317737689357743	5.14266437181642	16.3439816516833	1.41206973878787e-05	5.79548748020574e-05
AT5G54780	2125	0.181623567345998	0.146355719347785	0.812359263426773	2.87969662842897	16.343881848482	1.412129330495e-05	5.79548748020574e-05
AT3G14150	1980	-0.0176015111099869	0.0746794246211081	-0.427642954240153	3.97490513681847	16.3332119628889	1.41851623001162e-05	5.81972613307056e-05
AT3G14430	653	0.0662790872450108	0.391184281261278	0.62393124640152	3.95548976181285	16.3328166037365	1.41875349859701e-05	5.81972613307056e-05
AT1G08380	819	0.411369169112802	0.41241296698948	0.229408669523728	10.8430260096973	16.3301203952358	1.42037275091835e-05	5.82489402179498e-05
AT2G44490	2223	0.275826607657941	0.511191493653406	0.662996479385601	7.47286095880488	16.3232188847856	1.42452684098561e-05	5.84045193823774e-05
AT5G41900	1845	1.22080801628883	0.775378616542291	-0.95751720021491	4.82922124045301	17.6499209914241	1.4277368371199e-05	5.85213225068342e-05
AT4G12070	1848	0.111014473562901	0.240870709576878	0.730618504289036	4.19053637682208	16.3170659630703	1.42824162442987e-05	5.85272111431983e-05
AT3G53420	1573	0.209825768438107	0.25947298836981	-0.256850047158691	10.2961324489779	16.3147441880838	1.42964614942704e-05	5.85699573907078e-05
AT5G10870	1096	0.0244049012092194	0.230584972862411	0.65619919020398	2.32539533726837	16.3076415115314	1.43395226037177e-05	5.8731524599053e-05
AT1G77260	2626	-0.0332419744692506	-0.0436603790932894	-0.339796024348735	5.73873773329808	16.3068076761953	1.43445872192824e-05	5.8737424220038e-05
AT4G14220	1593	-0.0719004805990148	-0.270347028535741	0.470243955613197	4.10436182071946	16.3021830805654	1.43727122204967e-05	5.88377234042916e-05
AT1G18620	4409	0.224589807616747	0.119583615891136	-0.563391620337529	6.5583906861537	16.3689909539782	1.44060616051236e-05	5.89593536450097e-05
AT3G25710	1525	-0.902227525649259	-0.815838098206868	-1.23079427316888	2.26588641765808	16.2844926668523	1.44808599580822e-05	5.92505168746878e-05
AT3G23310	2621	0.297385876669647	0.302434734566618	-0.0439522660835319	5.40657111102634	16.2829727608847	1.4490193376881e-05	5.92613485364201e-05
AT5G18430	1406	-2.31933531023602	-1.70382316662456	-1.49709146014945	2.18851123378087	16.8191138252174	1.44908202782645e-05	5.92613485364201e-05
AT5G12010	1978	0.518272577255928	0.305124340808749	0.417306757923515	5.89648357220303	16.2814765600452	1.44993876948149e-05	5.92699082979485e-05
AT5G13660	2491	-0.043128703574558	-0.400992967430006	-0.544397734716032	2.60596044125941	16.2813399566664	1.45002274573558e-05	5.92699082979485e-05
AT4G14070	2511	0.147127733006393	0.280666445122679	0.406860075127909	5.63507443756711	16.2795037661091	1.45115205455742e-05	5.93011128295817e-05
AT2G13610	2308	-1.52832821598702	-1.217221495646	-1.65403663452131	4.25765749377865	17.3715917913107	1.45858052341913e-05	5.95896509782048e-05
AT2G17550	3432	-0.0578216420065026	0.370960681906273	0.294223810870956	5.46780770042435	16.2645134459	1.46040781652439e-05	5.96492678488176e-05
AT5G49460	2637	-0.00394952934658682	0.0837112300176754	-0.609824560607364	5.16039988438561	16.2633794532893	1.46111063841676e-05	5.96629380620319e-05
AT5G46410	3070	-0.7635301042177	-0.726028742868249	-0.530090031555072	5.05022791463078	16.3432720003575	1.46168938435107e-05	5.96715361515813e-05
AT1G29050	1419	-1.1062619767338	-0.849128162481704	-0.876119803082588	1.86130097509811	16.2616277577563	1.46219702979158e-05	5.96772280580007e-05
AT5G19690	3415	0.265300003982782	0.231325369833141	0.456339012430281	6.20744555250504	16.2605380011013	1.46287333909623e-05	5.96897991106056e-05
AT3G02570	1540	-0.107941855339839	-0.22392612732811	-0.987172671370202	6.3486506898161	16.6743330711583	1.46451819843222e-05	5.97418737528089e-05
AT2G28200	1431	-0.278921061584722	-0.865716862177403	-1.03440860256335	3.12989103428151	16.2429342042586	1.47384619501426e-05	6.00975024879018e-05
AT1G29350	3044	-0.385395367001049	-0.448026424411649	-0.277262806868698	5.32267749101986	16.2423008477386	1.47424266547854e-05	6.00975024879018e-05
AT4G34910	2417	-0.0483050702993862	-0.390419912346081	-0.400328226311959	4.30584967337382	16.242131726405	1.47434855242733e-05	6.00975024879018e-05
AT1G31780	2323	0.254258767447602	0.366047222867092	0.39300575101701	5.52370808722292	16.2398554916043	1.47577451891724e-05	6.01405019564789e-05
AT2G20370	2463	0.469010708325438	0.454976499574804	0.364002821866132	5.29735459623644	16.2379396191835	1.47697590988271e-05	6.01743302450201e-05
AT4G17245	661	0.675134005870278	0.947460866567499	1.13755235451602	4.70745837460897	16.6819498139123	1.47842452666347e-05	6.02182113687732e-05
AT1G14280	1802	-0.0953058670383412	-0.376716457801399	-0.705746569710381	6.96063371389314	16.2314310481705	1.4810653027234e-05	6.03106164855231e-05
AT5G48730	1705	-0.036130858891596	-0.530213580541786	-0.522851058251721	3.42831212219895	16.2284728062211	1.48292811021724e-05	6.03713033968623e-05
AT5G22770	4023	0.00762816100159995	0.134636587061134	0.252452990905144	6.17134198303469	16.2221049365099	1.48694671910325e-05	6.05197023518491e-05
AT2G34720	1486	0.070101693869473	-0.294084866887713	-0.373152948821965	5.67348094562104	16.2202920462693	1.48809298112804e-05	6.05511497492896e-05
AT1G64500	1512	0.4346301340437	-0.394315358634891	-0.10445846121888	7.1207779982547	16.2966802874955	1.49065726672531e-05	6.06402668720308e-05
AT4G34270	1317	0.21552419805747	0.0717748182920646	0.420410733822228	4.51824188106236	16.2083349733447	1.49567765524402e-05	6.08292290051188e-05
AT5G55480	2833	0.0297416031114057	0.163392777668255	-1.20937626628212	3.64390717617349	16.5422797913108	1.49694525118309e-05	6.08655084945416e-05
AT2G13290	2082	0.326389542274482	-0.0203651357644482	0.531897196139731	4.4458498884355	16.2028430767396	1.49917555489263e-05	6.09409034816777e-05
AT2G19130	2846	0.0622803666677607	0.282337091571108	0.808292328213004	5.39182444559404	16.3803591848802	1.50101579974598e-05	6.10004088928862e-05
AT3G07480	1121	0.0944271573048917	0.0914105966521873	0.363174462731308	5.95557164292964	16.1974777174014	1.50260155692952e-05	6.10495448311775e-05
AT3G44310	2471	0.0610510470038183	-0.120513306328258	-0.53888025218151	10.6270192765391	16.1944757096695	1.50452222084388e-05	6.1112259732373e-05
AT5G09240	932	0.290745351971939	0.0192679331751056	-0.847344884231887	1.85899598485868	16.1908070382582	1.50687308121855e-05	6.11924129975172e-05
AT1G13860	2924	0.417098858803911	0.480260553369409	0.328593250571568	4.11981893974506	16.1865772421732	1.50958852550248e-05	6.12873277375219e-05
AT1G30070	1137	0.460951478971798	0.312204518806704	0.593755612485244	4.12277445682118	16.1838729184941	1.51132746925801e-05	6.13425602160393e-05
AT1G24360	1418	0.307351030670212	0.257009355819156	0.259064005005732	5.88732929179931	16.1795032939652	1.51414190161123e-05	6.14414066084457e-05
AT5G19290	1568	-0.138058812910685	-0.10953445311736	-0.575779011554871	5.98924218518081	16.1773339252572	1.51554131313514e-05	6.14827986532697e-05
AT3G20640	2450	-0.124926807499761	-0.884671471433474	-1.27261925195746	2.25832725502815	16.1740611993769	1.51765517020667e-05	6.15531465053539e-05
AT1G73250	1335	0.0125655576792924	0.154720795035352	0.699837892217205	3.83753150115674	16.1654439182907	1.52323661834599e-05	6.1764062730882e-05
AT1G64065	1275	0.151609769852886	0.705391427856371	1.10331858804708	2.61141103696104	16.1644860853056	1.52385840450326e-05	6.17738198143678e-05
AT3G22230	1062	0.331486745745863	0.371772773220324	0.574796208108539	6.7038703571112	16.1630418810426	1.52479645128172e-05	6.17963893121353e-05
AT1G49850	1410	-0.180832733960519	-0.139110315400761	0.587021559242083	3.5330162881085	16.1583694104739	1.52783569462567e-05	6.18988651866041e-05
AT5G09760	2297	0.104160425779094	-0.00290124876117543	-0.650508899053952	4.08034174634934	16.1579806791142	1.52808884810022e-05	6.18988651866041e-05
AT1G74680	1952	0.205641141450833	0.325677541646414	0.605210328196699	3.74499489539873	16.1520843296811	1.5319343933329e-05	6.20391322157579e-05
AT2G37400	1470	0.137154033015191	0.219980399248897	-0.305444052207004	4.17736565246549	16.1501563204404	1.533194133147e-05	6.20746373117996e-05
AT1G07640	3383	-0.334599390677206	-0.447979646946998	-0.502906646096215	5.47995471402054	16.1481374510689	1.53451446206492e-05	6.21125771395758e-05
AT2G28080	1865	-0.819920119667501	-0.792411023537321	-0.212843821625727	2.82923158930853	16.1460010768983	1.53591300136524e-05	6.21536629541235e-05
AT3G48115	954	-0.4678520830639	-0.545506410406008	-0.57551473369516	5.08414247778622	16.1453934735433	1.53631101426316e-05	6.21542501451897e-05
AT2G40550	2315	0.991854629584837	0.562545062697446	-0.154263604354666	1.55019506078387	16.1354686153367	1.54282842749943e-05	6.23899607385377e-05
AT3G06150	2676	0.40479856772131	0.145762370854945	-0.250157604346032	5.81448707545983	16.1353490093507	1.54290715518022e-05	6.23899607385377e-05
