Gene	Length	logFC.treatmentWT	logFC.treatmentRT	logFC.treatmentDT	logCPM	F	PValue	FDR
AT5G38870	658	-0.139906568556032	-0.265910401408617	-1.76737274921148	3.51785216799399	52.7830670419566	1.30021511893183e-09	2.74740370697891e-08
AT1G65481	987	3.28374096994427	2.73576847452087	4.93070780607881	0.255509345326685	52.7581661438784	1.30557964961184e-09	2.75514705485143e-08
AT2G41100	2548	1.64810767590089	2.60598047526584	3.31315288218992	7.0085154525924	60.2111107361173	1.34251795766792e-09	2.82941333419037e-08
AT3G24760	1788	-0.676751736015119	-1.10831633797966	-0.979138392139441	3.30323407665412	52.4605558429399	1.37161740328182e-09	2.88324296433054e-08
AT1G63860	3942	0.924097774546675	2.53683651566925	2.45981448619456	5.08706650330749	58.7792524133589	1.38092657849097e-09	2.89905143233201e-08
AT1G22400	2023	0.0455473903360492	0.00919231239731464	1.30619498487677	3.97583443401213	52.3852076124419	1.38891449494402e-09	2.90828646247516e-08
AT1G04980	1667	0.469938252142685	1.79998544955308	3.19662661903804	1.42435280645343	52.2747093862555	1.4147167146584e-09	2.95467961268926e-08
AT1G03290	4861	0.190748033917051	0.256350990733142	1.28557851121532	5.55757584543113	52.6279619884554	1.41733977815675e-09	2.9563482348245e-08
AT1G35230	760	2.28141936031078	2.65371762302985	4.7654535874049	4.00633664134316	60.145449057725	1.44128585429703e-09	3.00243185611723e-08
AT1G14840	2744	-0.172673040001672	-0.286602671001709	-1.24168406241406	5.28241018292515	52.0849714234815	1.46026237212317e-09	3.03547647539983e-08
AT2G16430	1939	0.6701893985532	0.665125718171839	1.73060853587958	5.38958445841301	54.0367676260395	1.46089445968524e-09	3.03547647539983e-08
AT3G28540	2075	1.53788757298583	1.32168456500807	3.67295123195448	6.82988818416185	60.8901550386149	1.46916471956041e-09	3.04875193468829e-08
AT1G20780	3430	0.549528533752576	0.486339366438245	1.10361935591811	4.90314017055556	51.942367110117	1.49555679685703e-09	3.0955924657295e-08
AT5G67260	1682	-0.207280117202471	-0.330523107399446	-1.07952447118253	4.41479282208882	51.826151706599	1.52501520797518e-09	3.14451927171168e-08
AT5G64240	1627	0.335660448125522	1.13254512070968	0.528224105093639	4.76616229498578	51.7079186028654	1.55564220471875e-09	3.19547442482595e-08
AT4G02380	968	0.917252664683592	1.62416649874816	3.39098067922262	5.05471170040568	59.3943517516174	1.62595303454356e-09	3.31886912227299e-08
AT3G21560	1928	-0.661974191742376	-1.27095366819898	-1.08041869595149	4.09808300935935	51.4122743762102	1.63523230726731e-09	3.33209195498034e-08
AT3G20810	2035	-2.47550145014192	-1.84332483721794	-1.9686586767256	3.10481968266122	53.2475523677048	1.63654297289094e-09	3.33209195498034e-08
AT3G19390	1900	0.621854070005179	0.614288107311552	1.91333785178247	1.32171690513808	51.320631857548	1.66080574746575e-09	3.37724952938236e-08
AT3G04210	2424	0.486992891006247	0.631420705694909	1.14563537641004	7.12602611199694	51.2907382791262	1.66924276191589e-09	3.39015256170061e-08
AT5G41620	2870	0.226749178084962	-0.510954917449719	-1.25681559163973	2.9360725066854	51.1319612521138	1.71485373324324e-09	3.46336269295444e-08
AT4G32870	698	0.818622256135047	0.574889030103195	1.93189217592733	3.31002349720129	51.1134944637384	1.72024707041816e-09	3.46766719779442e-08
AT5G65310	2284	-0.210767037365394	-1.0005460630114	-1.45544493288381	6.17610952957953	52.3771483976292	1.73471509288895e-09	3.48383240526037e-08
AT3G15770	863	0.601459209467149	1.38966895666796	1.90609756223623	3.31480087319597	51.0390553797448	1.74217765179183e-09	3.49448925774632e-08
AT5G46240	3021	-0.704704809006645	-1.16923848691577	-1.55300463937192	3.9243858505314	50.9439236972284	1.77065388398432e-09	3.53846948184141e-08
AT5G67520	1459	1.04844530263607	1.90159551777011	1.69811123481043	2.70607277182155	50.881054044584	1.78975411280226e-09	3.57148554901708e-08
AT5G18270	1605	0.992071174780982	1.22878197021257	3.33820181757017	2.0898539259631	51.6363001265475	1.79994768092217e-09	3.57935608155898e-08
AT5G18460	2010	-0.280350353445816	-0.513099603715704	-1.16548987727843	4.27716854150048	50.7929842751632	1.81689293246325e-09	3.60862546034704e-08
AT5G61420	1979	-0.272785254101002	-0.746572760680189	-1.35743274228937	6.12669878073947	51.0252782512097	1.82649453398874e-09	3.62325543602882e-08
AT3G25070	1850	0.273497433105561	0.38147788933039	1.02361388493512	4.71764112220514	50.7368589721126	1.83442429199529e-09	3.63453722498383e-08
AT4G37530	1399	1.00817881162704	1.2174390936086	2.41216880528623	3.76713935610501	52.6788670884302	1.83997325530671e-09	3.63978837797719e-08
AT1G54210	826	0.116406001261458	0.415107085365845	1.05500756476177	3.09989954094897	50.6943200703359	1.84783589766425e-09	3.64773159481662e-08
AT5G26220	1220	-1.21588607208861	-1.88918733622985	-3.74581859520449	1.25883396237438	50.6239879802881	1.87024758383191e-09	3.68300152991055e-08
AT4G16680	4105	-0.993210502431643	-1.12394543115747	-1.56261524347411	4.69222891965433	51.2044274873556	1.88196834382998e-09	3.69469819870013e-08
AT1G14780	2374	2.14844934579019	2.88182662784812	4.51906340025553	3.57308946214391	57.1045177141043	1.88302629242075e-09	3.69469819870013e-08
AT3G19010	1477	0.398460745598385	1.09763009962305	1.80572614146354	6.33688809142384	53.6859482220909	1.88848357865607e-09	3.70092543643034e-08
AT4G21380	3172	1.23511663433126	0.923978275810298	2.71596015696594	4.24371751599419	55.249559743745	1.90583146645048e-09	3.72591201167225e-08
AT3G48080	2576	1.73003002418761	1.41222939616684	3.42006612880851	4.27842224802042	56.7256350873595	1.95646635977011e-09	3.81111181403775e-08
AT1G67940	1063	0.363815235391244	0.139622094840935	1.35269968950476	2.92328236477085	50.3467607145833	1.96154864320006e-09	3.81642483317446e-08
AT3G19100	2500	-1.38583671436645	-1.04657938936811	-1.18366532270937	4.80685358128119	50.7785192324717	1.97867021963686e-09	3.84512089324396e-08
AT2G02360	1252	0.42057702893616	0.517528550558394	1.03255222916928	4.72503065227327	50.1534408385894	2.02811799407938e-09	3.92239956205782e-08
AT1G09140	2256	-0.621760304437654	-0.808864122744103	-1.01391090962876	6.29423011409101	50.0823414885436	2.05322350031668e-09	3.95678873598483e-08
AT1G77500	3434	0.509899164653355	1.07652280711264	1.81060381510444	4.27013178083026	50.9295941288753	2.09568557162133e-09	4.02903630596285e-08
AT1G74880	818	-0.411057304620896	-0.648904877979895	-1.07745568193357	5.66415858044249	49.8989789999142	2.11956349468088e-09	4.06281919065359e-08
AT1G56510	3681	0.0709941860641482	1.31099298139468	1.72481074659879	5.92431010235673	53.7235363363875	2.12077808063981e-09	4.06281919065359e-08
AT2G35130	2139	-0.376015828435224	-0.419293955688171	-1.09671385617278	3.8791229623671	49.7497796440153	2.17528663449027e-09	4.14763182178634e-08
AT2G02220	3605	0.183386476649335	0.989091552157858	1.66069776162867	5.44658366142099	52.1343158808208	2.22506215205211e-09	4.2325800819611e-08
AT4G19160	2437	0.419921561184292	0.75036828814439	1.24205797159445	6.53351631368486	49.5991669042557	2.23317843817196e-09	4.24303903252673e-08
AT1G28580	1874	0.0140249201088547	0.383408254843374	1.07743986913726	5.88307039758582	49.5872398987109	2.23783487288085e-09	4.24690746894379e-08
AT1G65800	3290	0.382168587193338	0.519112180283905	1.62366987729171	6.68030619704119	51.5844139587976	2.31015051386058e-09	4.34850283137496e-08
AT1G65500	756	1.65817208367182	2.82375100411517	4.35819454162481	3.11294910162723	55.0112904282987	2.31668385997689e-09	4.35106510468235e-08
AT5G60285	81	2.30674136239085	2.17980757876852	4.87716514272882	-0.84044886435521	49.2268662830877	2.38369757853041e-09	4.46619498904535e-08
AT2G18670	1166	0.131337690521231	0.67807197321313	1.27197646570657	4.12572614466665	49.1762640543188	2.4050044004683e-09	4.49054220257947e-08
AT5G52760	900	2.02753998105607	3.05995896212878	5.04194492542178	4.0447616553598	57.0008489463707	2.43165471850567e-09	4.52466452615631e-08
AT4G21903	2263	0.328915182033352	0.0594319754882383	2.58885543657101	1.32141829808146	49.0528404838002	2.45785873533732e-09	4.56294576444582e-08
AT5G46520	4249	0.416491706834117	0.516917380546868	1.57458492723086	3.08045755307744	49.0247188286514	2.47007954112843e-09	4.58038662735338e-08
AT3G55470	983	0.48932693181755	0.274142915482727	1.32938303226485	3.76041365931227	48.8565187048789	2.54458585910645e-09	4.71315463069008e-08
AT3G05220	3335	-0.500639916205597	-0.770286188796914	-1.26382791090352	6.93379408629624	48.8305589649914	2.55630394795624e-09	4.72945411923822e-08
AT1G75040	1095	-0.0835526249919462	1.28653200631763	2.68376804952013	4.29429100204997	54.8046951441243	2.56932757599309e-09	4.74276373463323e-08
AT1G02360	1294	1.60519362144323	0.984106188033474	2.76004045169641	1.96529470335506	48.8018096604563	2.5693506256605e-09	4.74276373463323e-08
AT5G44660	1705	-0.780709778914855	-0.823638604288263	-1.1880214961069	4.79486914291993	48.7936166302522	2.57308210564956e-09	4.74424820093997e-08
AT4G36040	1457	0.607887498132894	0.812974593930486	1.825903308822	8.1303424898491	50.9469130389179	2.57668849504944e-09	4.74549891355299e-08
AT5G18860	3572	-0.519454520106716	-0.684244955123299	-2.06357863330933	4.4705128496614	50.4886252403053	2.58606913097654e-09	4.75736917204731e-08
AT1G21370	1713	0.329861673832515	0.19819543047286	1.04326625141213	3.32269728665003	48.7384768557363	2.59835105539181e-09	4.77130995592617e-08
AT4G04570	3095	0.175958682062609	0.886674200155827	1.23631426667322	6.60071167725067	49.1300283231858	2.60354168741031e-09	4.77130995592617e-08
AT4G10110	836	0.103251586105556	0.329363220542591	1.14989065318386	3.19970175742897	48.7231504268813	2.60542315727442e-09	4.77130995592617e-08
AT4G19660	2374	0.748161804451682	1.23490125094649	1.83998679651784	4.13643316178785	49.1030262848018	2.69932532930649e-09	4.9155017541652e-08
AT4G17250	2713	0.470736415675618	0.831677013373239	1.32906899729467	4.85779564891127	48.4905103789582	2.71541500077924e-09	4.93371422843376e-08
AT5G52810	1356	1.0012801354637	1.01568216833104	2.79056650500069	3.72491806500227	52.2340699480063	2.72964560920804e-09	4.95401639288182e-08
AT1G74710	2180	0.272405249426362	0.752130067884774	1.83171430682151	4.76023458773007	51.1265793117959	2.78465124566499e-09	5.01576962163799e-08
AT1G27300	944	0.16214344933497	0.777441826030869	1.10789111916637	3.76305598766138	48.3369852047621	2.79079818836042e-09	5.01576962163799e-08
AT2G02810	1347	0.519558644740558	1.24417376223314	2.42991909762212	2.29173994639497	48.3328972318658	2.79283669524202e-09	5.01576962163799e-08
AT2G17650	2191	-0.355290681224084	-0.273331361364808	-1.13079409208312	3.98882390514035	48.3216613672441	2.79844801887776e-09	5.01576962163799e-08
AT2G28940	1598	0.329048301589739	0.455429865307922	1.39416118060046	4.45466659380175	48.3107602387107	2.8039040397384e-09	5.01576962163799e-08
AT2G39660	1989	0.298271190724578	0.659587975928736	1.61761037027498	4.42952590336139	48.9915380534444	2.86582212962152e-09	5.12087974143065e-08
AT5G43190	1744	0.42377890543862	0.818855666037055	1.14314919048857	4.89674096843728	48.1539311902513	2.8837075253711e-09	5.14716386163981e-08
AT3G02770	945	0.438587875584515	0.428422941275837	1.02327212383496	4.77821014776388	48.1172599753745	2.9027266392919e-09	5.16972424648394e-08
AT5G40890	3458	0.425350924812528	0.910717353084039	1.15241871020969	7.06062692455475	48.0413656951122	2.94252866958319e-09	5.2291186565718e-08
AT1G21460	1308	-1.0798030070118	-0.668902372642509	-0.716851117342836	3.55079066687552	47.9343194311573	2.99969347661563e-09	5.30742709339624e-08
AT5G51390	498	0.519364986307185	1.54746921767175	1.78632311830756	2.63638853164591	47.9157224700497	3.00974875497777e-09	5.31941091296889e-08
AT1G14360	1403	0.589673450370124	1.11044564998801	2.16689356541061	3.18134448172852	48.2167037073336	3.05921667044957e-09	5.40095038975776e-08
AT3G45730	911	0.0557418664393053	0.90379422925961	1.37723218037086	4.0949125544081	47.4856991285682	3.25293150103837e-09	5.70565593477584e-08
AT1G72680	1453	0.478645090693338	0.795400886992002	1.99356871678985	3.92094678968227	48.9437579177422	3.27810953350742e-09	5.74360229292484e-08
AT1G54200	1894	-0.954867855422677	-1.21114420255112	-1.71627764310803	2.98355986906043	47.3199502667774	3.35237598661968e-09	5.86738203187312e-08
AT3G46600	2147	1.08559705347106	1.7259445134883	1.98383647855182	5.89111462664446	50.4009555075472	3.51496608125577e-09	6.12548981493679e-08
AT2G31880	2084	1.26293783395501	2.0629820130684	3.12730550524163	7.79234730119861	53.3951262996978	3.55351023106414e-09	6.17618177090873e-08
AT5G62220	2118	0.202490584565685	-0.195636113365976	-1.27709741927701	6.17897931307481	47.8144306397613	3.55548688360452e-09	6.17618177090873e-08
AT3G53270	2064	0.298008970794438	0.458735620244623	1.13260884181116	3.69233773910614	46.9734155859146	3.57128288716043e-09	6.19697877432646e-08
AT5G04720	2837	0.367869553054159	1.17776751834941	1.80443123634778	6.37889143897285	50.0642206986085	3.65236318739194e-09	6.31737995496917e-08
AT4G12010	4172	0.0922660635905133	0.417851994757156	1.16851058581492	4.09851893074513	46.80881026988	3.68074068003260e-09	6.3596763540819e-08
AT4G29720	2066	-0.114711785110563	-0.453162911348517	-1.07493960307131	5.05483591004327	46.727577473023	3.73611543427403e-09	6.43477394721351e-08
AT4G28900	4564	-0.987392299204093	-0.728669744849312	-2.57751471193174	3.70330340617099	48.4013906803491	3.82015745452006e-09	6.55167109686843e-08
AT2G43920	1323	-0.748439806619347	-0.969801743388172	-1.77311461919962	3.9436483754202	46.6152952997709	3.84223213270486e-09	6.57561311243376e-08
AT4G26850	2191	-0.345412981642104	-1.0054660905616	-0.993393269010043	9.9529935512307	46.5046258153907	3.89286861509762e-09	6.63425043584512e-08
AT2G22230	971	0.0492147133286767	-0.0126926393836918	-1.14140898900272	3.55327011250296	46.4653960793363	3.9211925447106e-09	6.66849607262588e-08
AT3G02370	1666	-0.888880821927203	-0.973949313880525	-1.16049368951477	2.64616420331685	46.426500490914	3.94949943006962e-09	6.69555829112326e-08
AT4G23670	1121	-1.68788106306415	-1.50894413512452	-2.15346586788289	7.19546594961124	51.3554054579028	3.98090338135771e-09	6.73326965757726e-08
AT3G07800	1519	0.718251291481953	0.946884785468085	1.21283666291031	3.15803007868885	46.3792256772687	3.98420781243696e-09	6.73326965757726e-08
AT1G75170	1435	0.123610974079073	-0.0301137459311538	1.16397417492546	3.71424426163042	46.3558944012202	4.0014609302734e-09	6.7483535168513e-08
AT4G12120	2420	0.280157341078926	0.404780035736118	1.18455298209183	3.29542028439366	46.2559078186072	4.0763370297734e-09	6.86035246537254e-08
AT2G47130	1222	1.29975433067339	1.43940954570664	4.07816812273849	4.30026761033746	53.560740154278	4.1096017811439e-09	6.89340423742816e-08
AT3G26470	1620	0.614858063295181	0.786818951710222	3.31548695407806	1.33438630490021	46.2413973371274	4.11724273575027e-09	6.89340423742816e-08
AT5G16370	2239	-0.264786897555206	0.596366201655159	1.29570162260678	5.4998724069466	47.9624176616088	4.15038280837969e-09	6.9417186971527e-08
AT1G18390	3307	0.168175024507796	0.585210404288278	1.66652004993231	3.17937999155665	45.9909426557699	4.28232864787189e-09	7.14029839465636e-08
AT3G05030	3024	0.0261747070811573	-0.0116263674406437	-1.1084050665484	4.85196932712449	45.9134530681593	4.34471817881162e-09	7.21686563362313e-08
AT2G41410	1290	0.235446917361603	0.738720000139652	1.97785782666574	7.1448925641365	50.1321824609735	4.38156697250722e-09	7.25352971638657e-08
AT1G78410	1198	1.05354261701076	1.64150073872671	3.80588414328327	0.869404682665551	45.8431588270536	4.4021811648312e-09	7.27117047052849e-08
AT1G48780	1507	-0.557922701948308	-0.656947511214819	-1.47249626074679	2.05384908429183	45.8389085331248	4.40568236074472e-09	7.27117047052849e-08
AT3G23120	2398	1.15430237637734	1.37821287277399	3.54391774084468	3.52900498570856	51.0342718132519	4.44700522871032e-09	7.33190373771192e-08
AT2G38250	1700	0.784310645714635	1.54920987667229	2.85286058480196	1.68085752668217	45.66567436149	4.55102787021467e-09	7.47299986753486e-08
AT4G04960	2481	0.391577336688757	0.761725401256362	1.47347228842095	4.19842340526352	45.6411103457445	4.57206145087674e-09	7.49235590842865e-08
AT1G71990	1536	-0.583177157736149	-0.561576881884391	-1.52894521479267	2.29679350128798	45.573875726598	4.63018238743541e-09	7.57228717993599e-08
AT2G29990	1941	-0.0161934652939315	0.281941833403634	1.19421658742498	3.39873944888911	45.462356278034	4.72838766524294e-09	7.71731912291967e-08
AT1G80920	1016	0.63699492654187	1.73419817972614	2.00686174086747	7.02373638776869	49.477713603737	4.74322527314434e-09	7.73374768630285e-08
AT5G56040	3823	-0.225340396591467	-0.776908776103618	-1.05021155463088	6.04604855196738	45.3874797427491	4.79561102543636e-09	7.79563368999469e-08
AT1G30530	1908	-1.08342074503685	-1.29465222009753	-1.44691245762665	5.07813832350193	46.7538220670956	4.86878687446286e-09	7.90665619984165e-08
AT3G53990	1102	0.431928644615923	0.933214195750818	1.02446087648504	6.73746188279248	45.2851057965143	4.88923046879867e-09	7.93190772851051e-08
AT5G01610	978	0.986680278137016	0.990156970206831	2.20857595344876	1.97137275987207	45.0782102047852	5.08463883082792e-09	8.18339042018154e-08
AT3G14590	2956	-0.188251654691823	1.18360011071268	1.23360987284032	2.70652834813487	45.0268431497871	5.13447611954442e-09	8.24722046278062e-08
AT2G27920	1748	0.228735765249064	0.264581445436129	1.28287141508975	2.8825184228012	44.9964330602944	5.16423390832807e-09	8.27860919409229e-08
AT5G11250	4505	0.440691389915978	0.974670871996981	1.36507759531017	4.39057919350621	44.987792363505	5.17272387308619e-09	8.28402527777746e-08
AT4G18670	3333	0.0603286742747128	-0.0107034775157949	-1.2603038689635	6.05489810994169	45.5458777730882	5.21819579530563e-09	8.34859814950822e-08
AT5G64120	1342	2.02913436289018	2.94562390397653	4.60096770307313	5.53411733750872	52.6099836977453	5.32098864986698e-09	8.47957355441437e-08
AT1G69520	1016	0.7616743958729	0.930772329640384	2.7266750129156	0.64526649794075	44.8334403470174	5.32700239003392e-09	8.48081804865223e-08
AT4G33360	1369	0.605651849240566	0.480538802589077	1.08213859153642	3.4950009347723	44.825310721355	5.3352674650766e-09	8.48564080534804e-08
AT2G04450	1384	1.55194608229273	1.20589505022312	4.74980722959187	3.90033425062854	52.0741706122174	5.35887393807931e-09	8.51483038376975e-08
AT2G32210	774	1.86440240524232	2.89346045340862	4.21670501663521	2.04915052644242	46.377385322827	5.40998138419777e-09	8.57921411875668e-08
AT2G02390	1591	0.0901410140195947	0.413219537956227	1.0750378235408	4.92722871522631	44.720592136968	5.44300287859901e-09	8.61472145053264e-08
AT3G11580	2825	0.465302876593138	0.711662291908645	2.19696915996658	2.94427663808548	45.1916130920201	5.47529528405214e-09	8.65737665059835e-08
AT4G15450	1740	-0.341117604851179	-0.356799235435909	-1.27093033034574	4.22612332098013	44.6661913760028	5.499914692479e-09	8.67936878490819e-08
AT2G39250	1674	-0.28257768996127	-0.843107097938644	-1.80376506760338	5.16671859197903	46.6336167959994	5.56681809779496e-09	8.75936125349154e-08
AT5G50170	3363	-0.542522062858483	-0.753667618804081	-1.45234069241809	2.54807012334371	44.5937080257817	5.57676449167723e-09	8.76650069026313e-08
AT3G25495	3831	-0.769469569439357	-0.714598737527976	-1.07318783470565	3.42078733748938	44.5288699212535	5.64651131622322e-09	8.8675396222897e-08
AT1G80440	1725	0.858295764717036	1.86235025517317	2.68986040680739	6.88212407021021	50.248730155045	5.65921638682567e-09	8.87888867195389e-08
AT3G02550	1515	0.348253115609717	0.965551564875898	1.98631159329903	2.70793424822588	44.5047951664047	5.67265280367333e-09	8.89136208792396e-08
AT2G42790	1903	0.0554552115240918	0.351311961351559	1.21832032715854	6.89838355262531	44.98988188506	5.74118322581832e-09	8.98140507150941e-08
AT2G16750	2546	-0.0507266882911908	0.524421308746183	-2.07874973920721	1.81930305320407	44.298751918585	5.90191546480825e-09	9.17968751805636e-08
AT1G25390	3035	0.132232027482187	0.543001098542033	1.19478211377097	5.10087620267473	44.1362032384841	6.10470097376112e-09	9.46783623748769e-08
AT3G51480	3731	-0.244031655868668	-0.411590365761491	-1.94142436274728	2.67520672323678	44.0600339552571	6.18037921828951e-09	9.54047418873603e-08
AT4G13810	3049	0.609256576558544	0.887228618435329	2.23636140019663	4.33460234834546	47.3020863993511	6.18654924930465e-09	9.54047418873603e-08
AT1G15180	2035	-0.310304341754927	-0.404938728350926	-1.00430902839699	4.92176389270594	44.0527448938663	6.18910650006736e-09	9.54047418873603e-08
AT3G16370	1911	0.156533019507644	0.112220257984291	-1.12562747630479	8.87722114322458	44.0442987769393	6.19923611602859e-09	9.54047418873603e-08
AT3G28450	2294	0.267296685719795	0.684521005459919	1.00209617158764	5.11789143355161	43.9924485712038	6.26182270466052e-09	9.61946545729223e-08
AT5G48360	2690	-0.428985250583127	-0.741573858022302	-2.03525008566774	3.64497297160402	44.2109194668572	6.42694518878575e-09	9.80040694295042e-08
AT5G66060	1318	0.432207983522712	0.634463312854512	1.00350678480571	4.26077290212281	43.8069085068535	6.4915474063169e-09	9.86134868747405e-08
AT2G42170	2052	-0.53147190912478	-0.829163747521214	-2.25953463788719	3.4511493910876	44.3311725031965	6.49187570116501e-09	9.86134868747405e-08
AT5G66460	2667	-1.01876101306313	-0.844769609121712	-1.25182774273345	3.7199539695865	43.79899350769	6.5015515877526e-09	9.86134868747405e-08
AT1G09970	3598	0.322095361562718	0.865649326963678	1.03873270798105	7.76036211318295	43.7614590977205	6.54922502463306e-09	9.91993364245122e-08
AT2G47730	2395	0.608384624030129	0.939368969860702	1.3536149637158	7.27332506385579	43.9752025522577	6.63127561406472e-09	1.00042057644094e-07
AT3G26600	2489	0.314049371138919	0.465755355863449	1.19504046086725	4.94924572346886	43.6810713410993	6.6526280471316e-09	1.00203664274965e-07
AT1G79460	2660	-0.387259865313826	-0.492498277748572	-1.85209629289617	3.83742907662203	43.7519521502725	6.72021786497012e-09	1.01033924802941e-07
AT2G25510	760	1.35377088887503	1.13728700820229	2.89082164283616	11.1946985099507	48.4704919122371	6.72747709894075e-09	1.01049324691875e-07
AT5G50200	1315	1.37762844969896	1.86317750490951	3.3990902915126	5.08069934537084	49.9466916231652	6.76426212044739e-09	1.0150777424638e-07
AT1G32240	2567	-0.485149032915989	-1.12738460170719	-1.34460277886906	2.56249157708056	43.5724168012662	6.79525890448967e-09	1.018785948798e-07
AT5G42010	3035	0.176370282021367	0.805342728595863	1.87825641196778	1.87307361097257	43.5473424500777	6.82865014101323e-09	1.02190150355865e-07
AT1G70550	2414	-0.354887650501192	-1.10986727493211	-1.25786449562688	3.5652341651147	43.511471158554	6.87673411389001e-09	1.02814787623446e-07
AT1G16110	2550	0.720672766939035	1.96778985789614	2.33744920405479	4.56025339983097	47.5874295533003	6.9189182937961e-09	1.03159989684962e-07
AT1G67920	597	-0.0561416953625139	0.330006132243731	1.96491678849683	2.28220954377416	43.3995264937447	7.02920480274327e-09	1.04574898916248e-07
AT4G29810	1676	0.450343267208275	0.462168159090895	1.11621656367529	5.9224745809144	43.3919732229412	7.03962576156148e-09	1.04574898916248e-07
AT4G00900	3799	-0.58856109536804	-0.622296613609516	-1.07535489010728	4.61392369381439	43.3688282171216	7.07166412534993e-09	1.04954634138779e-07
AT3G28160	2136	0.0126748027574803	-0.221224626414786	-2.17700042463804	4.28758582187614	45.7504112709632	7.10050402565835e-09	1.05093944058306e-07
AT2G17880	1276	0.461721007320166	1.68837461562023	1.8894225542596	3.6688037017976	44.5655621926947	7.1153480815269e-09	1.05217560544988e-07
AT4G17680	1649	-0.16290437029416	-0.777617633017821	-1.73762564126657	1.60820724524177	43.316540068692	7.1446365114396e-09	1.0555435181486e-07
AT2G41430	1385	0.438319178844934	1.54044529249593	1.32651417646065	8.90907313658028	44.7272241815189	7.15486585409919e-09	1.05609208467564e-07
AT2G31090	892	0.426637354372942	0.841773321360985	1.01049506690002	3.21370980189041	43.2618857315131	7.221798553926e-09	1.06500172123275e-07
AT4G01700	966	0.300358188932757	0.35237570682855	1.57223087008935	3.40312981766282	43.2314547817465	7.26515895918974e-09	1.06944987512796e-07
AT5G65700	3664	-0.3192665870476	-0.506200963636715	-1.15723228580738	6.4103158889638	43.2160658394824	7.28719541662247e-09	1.07172029144465e-07
AT5G37540	1791	0.143232444796976	1.58662168480113	2.15047589495976	4.87764645533863	47.6974120508289	7.52105156489261e-09	1.10012349018244e-07
AT1G63420	2281	-0.751425172758375	-0.967133008565757	-1.16632024151194	4.26283359739683	43.0102820553829	7.58905392423198e-09	1.10906940441864e-07
AT4G25835	2231	0.172831356390347	0.9412904722465	1.33853898057153	1.88888100122371	42.9736990617592	7.64414461955299e-09	1.11611398062248e-07
AT4G28270	1212	0.846825432987417	1.09508927803367	2.11574709303519	3.78655451938428	44.2715318196669	7.6737048921222e-09	1.1194215588355e-07
AT4G01120	1626	-0.626092960778231	-0.699538451541336	-1.02347185460732	4.74998848416552	42.8160721212707	7.88660597398602e-09	1.14532457903577e-07
AT2G41330	1431	-0.157650361261772	-0.449717211229805	-1.20217997255986	3.16891043118555	42.7621424096384	7.97149505549466e-09	1.15558157749912e-07
AT5G43420	1637	1.96227715071279	2.63310617897155	3.67929639922735	1.8797680324471	43.0451951366913	8.04542744836189e-09	1.16525686019304e-07
AT5G18360	3034	0.316961402250694	1.29879656586255	1.28053480124479	2.96988451234421	42.7003673765114	8.06997175168132e-09	1.16776814445981e-07
AT3G15310	1544	-0.566044990529825	-1.93125500594368	-3.17810329736977	1.66102927537495	42.6810861756475	8.10098199812822e-09	1.17120977023786e-07
AT1G01010	1688	1.14562007474499	1.34958676982923	3.19100026989569	2.95982766758591	45.384233562763	8.12042509777067e-09	1.17192991593561e-07
AT1G13750	2116	1.01641254416001	1.07705652725219	1.78739523162539	4.41016134048629	43.4807374020114	8.25186154185806e-09	1.18667187230607e-07
AT2G15390	2016	1.35491315933954	1.89832356025872	2.91951265051928	4.45021365215338	47.1302449384218	8.34898331622705e-09	1.19851171484581e-07
AT1G76980	1684	0.406575161955695	0.94990166818247	2.43550570145342	2.7214376252082	43.3636848999383	8.37920215774574e-09	1.20147886944817e-07
AT1G80640	1948	-0.124383066061119	-0.142134124211294	-1.01005962441474	4.45245794059148	42.5084964617597	8.38447955417954e-09	1.20147886944817e-07
AT5G54610	1669	2.0855279472208	1.56319659384455	3.2752221775504	5.21690912538025	48.1633476088268	8.59371086109705e-09	1.22678316617915e-07
AT1G49000	1219	0.608737428543295	1.74153124420341	3.09822319315095	2.14710927228637	43.2678422354633	8.59891205515835e-09	1.22678316617915e-07
AT5G61480	3732	-0.710272840475261	-0.841808464754076	-1.17397985411931	4.39229328772198	42.3451766987062	8.66283913844877e-09	1.23373140524463e-07
AT3G63200	1834	0.100550417444235	-0.330818078708471	-2.32246426186438	4.01356184622196	44.6987255565577	8.67372455680464e-09	1.23419713689318e-07
AT2G40095	2076	0.138142415559268	0.607651200227677	2.0157729308449	2.23597190657853	42.299240054473	8.74295533810619e-09	1.24186745981321e-07
AT4G05070	531	1.06569592238716	1.15486385328425	1.72677456444312	6.45078124231256	44.0802561230866	8.89582842368954e-09	1.25916760928154e-07
AT3G06130	2080	-0.383556997147828	-0.664883077139029	-1.12620397488299	3.75014789212129	42.1863932899684	8.94325289337407e-09	1.26367305704371e-07
AT4G12880	923	-0.305600396823963	-0.358027142133261	-1.72585117633261	4.02759229750423	42.387119711396	8.99178064056299e-09	1.26721555514439e-07
AT1G27100	2326	0.71028832692306	1.3973915878314	1.58782439722853	6.61787280777545	44.0750045060041	9.04776901057528e-09	1.272892294743e-07
AT3G03990	1659	0.337180003296767	0.361867492152017	1.15486727550305	6.26911736358901	42.0330671601614	9.25826133704314e-09	1.30024819314955e-07
